0.21,0.463,0.876,0.439,0.269,4
0.804,0.537,0.243,0.476,0.931,3
0.142,0.335,0.938,0.447,0.311,4
0.783,0.485,0.133,0.36,0.862,3
0.531,0.856,0.314,0.781,0.723,1
0.758,0.391,0.288,0.424,0.613,3
0.231,0.426,0.822,0.288,0.567,4
0.104,0.332,0.743,0.498,0.165,0
0.38,0.792,0.369,0.372,0.509,2
0.109,0.147,0.81,0.475,0.388,4
0.682,0.957,0.165,0.54,0.59,1
0.078,0.33,0.857,0.397,0.43,4
0.553,0.814,0.158,0.567,0.623,2
0.223,0.329,0.895,0.307,0.283,4
0.134,0.242,0.968,0.435,0.159,0
0.134,0.203,0.847,0.332,0.134,0
0.404,0.235,0.894,0.405,0.294,4
0.558,0.956,0.206,0.39,0.753,1
0.026,0.273,0.947,0.32,0.02,0
0.752,0.755,0.378,0.778,0.795,1
0.63,0.942,0.319,0.679,0.604,1
0.552,0.848,0.292,0.551,0.596,2
0.001,0.18,0.86,0.503,0.456,4
0.125,0.33,0.748,0.236,0.148,0
0.8,0.46,0.224,0.64,0.917,3
0.086,0.175,0.699,0.258,0.162,0
0.673,0.794,0.427,0.703,0.862,1
0.489,0.751,0.157,0.478,0.6,2
0.301,0.816,0.304,0.711,0.52,2
0.885,0.564,0.172,0.185,0.917,3
0.276,0.152,0.833,0.303,0.043,0
0.078,0.39,0.744,0.361,0.292,4
0.587,0.864,0.269,0.457,0.222,2
0.236,0.189,0.887,0.323,0.054,0
0.695,0.72,0.285,0.528,0.456,1
0.214,0.736,0.407,0.556,0.321,2
0.157,0.346,0.774,0.462,0.456,4
0.313,0.725,0.244,0.457,0.434,2
0.735,0.632,0.364,0.316,0.903,3
0.588,0.353,0.288,0.523,0.775,3
0.289,0.39,0.776,0.415,0.555,4
0.318,0.646,0.346,0.408,0.553,2
0.639,0.935,0.192,0.627,0.523,1
0.376,0.934,0.179,0.659,0.357,2
0.169,0.386,0.922,0.393,0.484,4
0.492,0.725,0.427,0.562,0.545,2
0.246,0.272,0.899,0.281,0.231,0
0.217,0.322,0.869,0.454,0.359,0
0.762,0.413,0.288,0.132,0.812,3
0.875,0.364,0.197,0.386,0.882,3
0.734,0.362,0.282,0.365,0.876,3
0.832,0.898,0.286,0.471,0.662,1
0.508,0.81,0.209,0.75,0.609,1
0.666,0.419,0.292,0.461,0.72,3
0.548,0.903,0.022,0.624,0.613,1
0.222,0.206,0.746,0.224,0.224,0
0.147,0.58,0.796,0.38,0.307,4
0.093,0.279,0.883,0.417,0.263,4
0.658,0.31,0.291,0.507,0.716,3
0.142,0.139,0.887,0.536,0.517,4
0.514,0.823,0.402,0.432,0.51,2
0.622,0.609,0.24,0.334,0.733,3
0.222,0.831,0.209,0.529,0.389,2
0.29,0.77,0.412,0.31,0.306,2
0.209,0.214,0.861,0.19,0.122,0
0.676,0.874,0.362,0.682,0.61,1
0.373,0.841,0.191,0.255,0.462,2
0.625,0.915,0.204,0.589,0.79,1
0.015,0.24,0.751,0.325,0.199,0
0.376,0.728,0.401,0.285,0.422,2
0.784,0.671,0.242,0.466,0.995,3
0.696,0.364,0.304,0.306,0.81,3
0.783,0.497,0.19,0.306,0.832,3
0.692,0.398,0.152,0.241,0.923,3
0.67,0.934,0.344,0.572,0.778,1
0.762,0.943,0.206,0.717,0.805,1
0.142,0.072,0.938,0.184,0.227,0
0.834,0.497,0.26,0.66,0.955,3
0.789,0.376,0.267,0.534,0.793,3
0.699,0.45,0.324,0.258,0.775,3
0.146,0.223,0.852,0.34,0.256,4
0.134,0.229,0.975,0.227,0.189,0
0.336,0.712,0.164,0.524,0.407,2
0.357,0.586,0.213,0.538,0.478,2
0.177,0.191,0.857,0.268,0.086,0
0.082,0.416,0.876,0.303,0.628,4
0.285,0.292,0.836,0.444,0.45,4
0.255,0.127,0.878,0.153,0.132,0
0.097,0.314,0.935,0.396,0.391,4
0.801,0.824,0.154,0.704,0.636,1
0.52,0.631,0.395,0.495,0.367,2
0.549,0.507,0.323,0.379,0.806,3
0.624,0.941,0.299,0.842,0.647,1
0.239,0.258,0.831,0.225,0.057,0
0.211,0.292,0.845,0.466,0.547,4
0.564,0.509,0.426,0.582,0.739,3
0.576,0.864,0.325,0.656,0.816,1
0.626,0.858,0.401,0.481,0.625,1
0.404,0.737,0.319,0.376,0.514,2
0.812,0.727,0.315,0.534,0.684,1
0.601,0.795,0.364,0.672,0.673,1
0.683,0.456,0.388,0.472,0.869,3
0.761,0.515,0.187,0.405,0.625,3
0.734,0.89,0.221,0.611,0.683,1
0.244,0.248,0.876,0.336,0.047,0
0.088,0.22,0.898,0.606,0.416,4
0.335,0.62,0.297,0.428,0.385,2
0.367,0.76,0.035,0.31,0.622,2
0.834,0.928,0.303,0.809,0.638,1
0.597,0.488,0.342,0.405,0.972,3
0.844,0.505,0.192,0.554,0.818,3
0.219,0.283,0.918,0.263,0.142,0
0.412,0.678,0.337,0.456,0.494,2
0.338,0.538,0.328,0.562,0.479,2
0.087,0.474,0.897,0.46,0.357,4
0.501,0.75,0.351,0.54,0.464,2
0.941,0.389,0.268,0.49,0.714,3
0.03,0.372,0.915,0.491,0.421,4
0.075,0.501,0.784,0.597,0.555,4
0.346,0.36,0.987,0.09,0.159,0
0.578,0.822,0.346,0.256,0.547,2
0.022,0.418,0.663,0.29,0.497,4
0.31,0.679,0.245,0.481,0.555,2
0.234,0.85,0.115,0.435,0.46,2
0.043,0.188,0.949,0.274,0.172,0
0.04,0.249,0.956,0.432,0.351,4
0.038,0.231,0.84,0.341,0.487,4
0.334,0.66,0.237,0.541,0.509,2
0.403,0.674,0.25,0.409,0.427,2
0.342,0.693,0.138,0.315,0.461,2
0.781,0.534,0.272,0.265,0.924,3
0.306,0.693,0.123,0.445,0.356,2
0.405,0.816,0.116,0.564,0.428,2
0.25,0.509,0.948,0.433,0.371,4
0.076,0.239,0.753,0.381,0.419,4
0.891,0.393,0.411,0.335,0.828,3
0.287,0.829,0.265,0.549,0.534,2
0.322,0.12,0.811,0.431,0.408,4
0.069,0.262,0.904,0.455,0.47,4
0.698,0.472,0.123,0.289,0.705,3
0.215,0.341,0.759,0.412,0.185,0
0.139,0.395,0.944,0.528,0.418,4
0.743,0.894,0.202,0.632,0.659,1
0.07,0.145,0.733,0.31,0.385,4
0.394,0.649,0.262,0.391,0.4,2
0.244,0.415,0.738,0.395,0.011,0
0.743,0.536,0.267,0.393,0.782,3
0.822,0.423,0.197,0.233,0.893,3
0.355,0.336,0.906,0.446,0.187,0
0.086,0.231,0.717,0.334,0.165,0
0.288,0.397,0.933,0.426,0.37,4
0.624,0.729,0.273,0.697,0.581,1
0.336,0.729,0.48,0.412,0.308,2
0.775,0.449,0.337,0.26,0.877,3
0.355,0.567,0.31,0.462,0.508,2
0.706,0.441,0.309,0.39,0.906,3
0.739,0.953,0.448,0.63,0.731,1
0.698,0.783,0.115,0.709,0.611,1
0.869,0.567,0.236,0.67,0.799,3
0.008,0.384,0.839,0.462,0.348,4
0.285,0.332,0.982,0.362,0.395,4
0.237,0.72,0.178,0.261,0.486,2
0.329,0.222,0.852,0.221,0.266,0
0.235,0.844,0.303,0.409,0.432,2
0.302,0.873,0.206,0.628,0.545,2
0.587,0.484,0.352,0.5,0.899,3
0.23,0.561,0.779,0.426,0.501,4
0.339,0.407,0.928,0.394,0.184,4
0.76,0.622,0.167,0.485,0.935,3
0.718,0.388,0.295,0.587,0.739,3
0.715,0.877,0.125,0.598,0.816,1
0.085,0.088,0.991,0.391,0.28,0
0.232,0.124,0.807,0.545,0.032,0
0.162,0.253,0.839,0.543,0.456,4
0.136,0.048,0.769,0.106,0.15,0
0.773,0.852,0.442,0.676,0.618,1
0.33,0.639,0.431,0.356,0.374,2
0.828,0.614,0.202,0.367,0.893,3
0.672,0.846,0.166,0.768,0.803,1
0.778,0.527,0.109,0.278,0.836,3
0.241,0.227,0.858,0.223,0.029,0
0.236,0.227,0.769,0.495,0.402,4
0.687,0.961,0.373,0.686,0.69,1
0.06,0.209,0.96,0.404,0.479,4
0.762,0.453,0.241,0.512,0.922,3
0.587,0.97,0.135,0.658,0.666,1
0.728,0.46,0.208,0.498,0.974,3
0.253,0.329,0.822,0.297,0.231,0
0.362,0.629,0.26,0.396,0.474,2
0.92,0.482,0.318,0.495,0.831,3
0.474,0.632,0.428,0.637,0.704,2
0.643,0.875,0.232,0.586,0.572,1
0.368,0.799,0.233,0.382,0.454,2
0.848,0.606,0.344,0.283,0.828,3
0.318,0.827,0.153,0.48,0.632,2
0.211,0.291,0.716,0.318,0.358,0
0.497,0.654,0.438,0.471,0.562,2
0.648,0.854,0.281,0.668,0.624,1
0.543,0.645,0.449,0.594,0.661,2
0.342,0.45,0.988,0.499,0.596,4
0.23,0.488,0.884,0.463,0.242,4
0.655,0.659,0.134,0.513,0.304,2
0.623,0.255,0.337,0.43,0.975,3
0.731,0.964,0.284,0.493,0.665,1
0.091,0.295,0.791,0.45,0.318,4
0.236,0.281,0.805,0.228,0.231,0
0.855,0.48,0.263,0.142,0.92,3
0.227,0.336,0.932,0.224,0.165,0
0.344,0.373,0.964,0.274,0.139,0
0.461,0.528,0.284,0.664,0.4,2
0.077,0.171,0.944,0.346,0.038,0
0.245,0.232,0.795,0.473,0.038,0
0.803,0.397,0.249,0.286,0.979,3
0.074,0.387,0.889,0.233,0.124,0
0.777,0.269,0.176,0.201,0.93,3
0.351,0.611,0.265,0.39,0.549,2
0.1,0.304,0.839,0.521,0.481,4
0.595,0.822,0.261,0.57,0.596,1
0.097,0.209,0.784,0.436,0.434,4
0.557,0.971,0.173,0.78,0.723,1
0.64,0.36,0.28,0.397,0.995,3
0.151,0.435,0.861,0.516,0.377,4
0.394,0.623,0.222,0.463,0.476,2
0.118,0.312,0.74,0.406,0.524,4
0.228,0.33,0.797,0.1,0.243,0
0.578,0.979,0.203,0.74,0.926,1
0.069,0.339,0.951,0.427,0.367,4
0.774,0.574,0.322,0.312,0.779,3
0.096,0.043,0.901,0.411,0.402,0
0.101,0.417,0.689,0.615,0.491,4
0.651,0.825,0.214,0.73,0.879,1
0.102,0.166,0.734,0.382,0.15,0
0.307,0.288,0.734,0.163,0.108,0
0.668,0.746,0.294,0.7,0.673,1
0.289,0.255,0.601,0.375,0.531,4
0.72,0.927,0.464,0.692,0.599,1
0.186,0.185,0.809,0.337,0.069,0
0.289,0.169,0.863,0.17,0.113,0
0.608,0.802,0.328,0.678,0.624,1
0.057,0.181,0.953,0.409,0.422,4
0.746,0.464,0.22,0.53,0.838,3
0.215,0.382,0.906,0.369,0.37,4
0.12,0.296,0.768,0.325,0.056,0
0.119,0.184,0.84,0.266,0.214,0
0.226,0.251,0.943,0.281,0.177,0
0.204,0.101,0.738,0.416,0.16,0
0.307,0.698,0.318,0.566,0.318,2
0.315,0.269,0.803,0.45,0.209,0
0.808,0.854,0.356,0.494,0.678,1
0.151,0.29,0.839,0.558,0.489,4
0.732,0.287,0.084,0.267,0.621,3
0.208,0.8,0.251,0.516,0.509,2
0.171,0.214,0.879,0.473,0.37,4
0.274,0.139,0.803,0.512,0.296,4
0.404,0.687,0.248,0.589,0.517,2
0.205,0.1,0.805,0.468,0.459,4
0.555,0.694,0.268,0.549,0.47,2
0.182,0.138,0.908,0.421,0.303,4
0.276,0.808,0.333,0.501,0.584,2
0.256,0.639,0.185,0.469,0.501,2
0.789,0.735,0.12,0.568,0.698,1
0.696,0.811,0.161,0.746,0.606,1
0.661,0.944,0.23,0.71,0.747,1
0.211,0.191,0.775,0.322,0.104,0
0.287,0.753,0.296,0.438,0.491,2
0.784,0.598,0.281,0.427,0.918,3
0.261,0.321,0.772,0.474,0.316,4
0.727,0.596,0.033,0.419,0.825,3
0.678,0.771,0.457,0.605,0.734,1
0.521,0.827,0.175,0.411,0.497,2
0.6,0.902,0.347,0.641,0.498,1
0.467,0.866,0.341,0.449,0.431,2
0.697,0.533,0.282,0.386,0.829,3
0.733,0.338,0.346,0.454,0.887,3
0.578,0.799,0.339,0.713,0.742,1
0.186,0.623,0.335,0.646,0.55,2
0.319,0.668,0.365,0.485,0.453,2
0.875,0.407,0.357,0.287,0.647,3
0.177,0.288,0.788,0.434,0.253,4
0.21,0.196,0.823,0.51,0.023,0
0.063,0.283,0.937,0.377,0.505,4
0.302,0.191,0.972,0.607,0.617,4
0.095,0.726,0.356,0.625,0.463,2
0.895,0.564,0.389,0.302,0.748,3
0.115,0.369,0.742,0.34,0.566,4
0.777,0.277,0.249,0.466,0.723,3
0.679,0.936,0.106,0.571,0.653,1
0.344,0.676,0.369,0.511,0.542,2
0.051,0.406,0.954,0.45,0.129,0
0.754,0.5,0.182,0.298,0.921,3
0.045,0.254,0.741,0.433,0.27,4
0.627,0.469,0.486,0.403,0.876,3
0.585,0.33,0.444,0.235,0.713,3
0.183,0.224,0.809,0.194,0.102,0
0.049,0.24,0.802,0.463,0.176,0
0.601,0.859,0.244,0.595,0.573,1
0.588,0.842,0.144,0.602,0.817,1
0.837,0.324,0.365,0.297,0.898,3
0.448,0.776,0.248,0.435,0.517,2
0.395,0.261,0.991,0.593,0.383,4
0.504,0.841,0.249,0.569,0.514,2
0.184,0.161,0.743,0.336,0.028,0
0.739,0.531,0.359,0.177,0.662,3
0.28,0.706,0.251,0.473,0.409,2
0.661,0.415,0.322,0.302,0.938,3
0.782,0.913,0.178,0.593,0.608,1
0.17,0.102,0.872,0.216,0.062,0
0.243,0.261,0.972,0.633,0.409,4
0.404,0.648,0.184,0.471,0.505,2
0.859,0.422,0.299,0.345,0.933,3
0.298,0.532,0.245,0.309,0.542,2
0.615,0.926,0.181,0.517,0.716,1
0.805,0.443,0.359,0.412,0.79,3
0.641,0.873,0.122,0.722,0.577,1
0.858,0.415,0.224,0.372,0.803,3
0.652,0.86,0.275,0.704,0.766,1
0.266,0.324,0.836,0.281,0.321,0
0.84,0.297,0.235,0.413,0.811,3
0.26,0.218,0.871,0.339,0.19,0
0.629,0.581,0.262,0.153,0.889,3
0.251,0.207,0.839,0.225,0.04,0
0.471,0.689,0.038,0.397,0.673,2
0.77,0.88,0.347,0.69,0.592,1
0.268,0.653,0.405,0.529,0.215,2
0.26,0.575,0.181,0.666,0.426,2
0.465,0.705,0.357,0.38,0.595,2
0.299,0.682,0.238,0.454,0.324,2
0.726,0.346,0.462,0.277,0.747,3
0.872,0.645,0.209,0.813,0.658,1
0.153,0.583,0.725,0.237,0.457,4
0.728,0.501,0.282,0.54,0.831,3
0.69,0.891,0.386,0.495,0.673,1
0.742,0.477,0.213,0.399,0.819,3
0.383,0.732,0.438,0.338,0.428,2
0.094,0.233,0.853,0.27,0.169,0
0.227,0.279,0.993,0.285,0.032,0
0.687,0.299,0.016,0.579,0.781,3
0.413,0.656,0.235,0.311,0.58,2
0.708,0.254,0.204,0.245,0.837,3
0.645,0.894,0.22,0.679,0.602,1
0.652,0.327,0.215,0.397,0.846,3
0.537,0.628,0.216,0.524,0.399,2
0.18,0.506,0.831,0.477,0.477,4
0.222,0.76,0.134,0.376,0.347,2
0.167,0.326,0.915,0.301,0.418,4
0.454,0.75,0.092,0.44,0.582,2
0.64,0.331,0.32,0.339,0.931,3
0.658,0.681,0.277,0.56,0.529,1
0.024,0.373,0.835,0.308,0.541,4
0.098,0.267,0.805,0.509,0.435,4
0.788,0.598,0.3,0.493,0.785,3
0.676,0.815,0.199,0.651,0.722,1
0.801,0.439,0.192,0.298,0.947,3
0.78,0.846,0.124,0.815,0.573,1
0.727,0.998,0.27,0.464,0.699,1
0.622,0.323,0.141,0.311,0.817,3
0.539,0.916,0.37,0.43,0.513,2
0.801,0.753,0.23,0.612,0.51,1
0.571,0.848,0.17,0.575,0.767,1
0.161,0.245,0.623,0.302,0.105,0
0.213,0.164,0.941,0.49,0.055,0
0.121,0.301,0.849,0.662,0.505,4
0.781,0.562,0.185,0.41,0.805,3
0.73,0.924,0.202,0.781,0.595,1
0.339,0.314,0.971,0.599,0.243,0
0.222,0.585,0.223,0.384,0.522,2
0.375,0.61,0.136,0.498,0.585,2
0.2,0.833,0.197,0.463,0.573,2
0.25,0.295,0.786,0.563,0.515,4
0.806,0.874,0.354,0.749,0.72,1
0.225,0.147,0.8,0.255,0.008,0
0.677,0.686,0.325,0.532,0.775,3
0.084,0.309,0.705,0.238,0.364,0
0.011,0.009,0.853,0.409,0.399,4
0.309,0.713,0.323,0.469,0.341,2
0.205,0.269,0.912,0.242,0.057,0
0.849,0.369,0.112,0.392,0.808,3
0.063,0.232,0.881,0.298,0.002,0
0.209,0.158,0.861,0.175,0.225,0
0.288,0.262,0.689,0.433,0.146,0
0.833,0.865,0.403,0.715,0.721,1
0.736,0.462,0.348,0.471,0.801,3
0.571,0.967,0.22,0.555,0.532,1
0.115,0.07,0.914,0.263,0.436,0
0.711,0.758,0.462,0.627,0.937,1
0.345,0.687,0.297,0.388,0.554,2
0.126,0.443,0.903,0.388,0.452,4
0.161,0.236,0.693,0.355,0.333,4
0.669,0.297,0.313,0.415,0.863,3
0.472,0.827,0.248,0.591,0.532,1
0.735,0.491,0.226,0.316,0.878,3
0.45,0.841,0.081,0.609,0.281,2
0.179,0.227,0.734,0.31,0.036,0
0.308,0.71,0.126,0.601,0.396,2
0.9,0.507,0.289,0.126,0.732,3
0.271,0.83,0.309,0.494,0.299,2
0.298,0.893,0.156,0.335,0.569,2
0.707,0.45,0.003,0.369,0.835,3
0.255,0.344,0.739,0.546,0.508,4
0.123,0.103,0.887,0.534,0.334,4
0.759,0.937,0.21,0.706,0.65,1
0.599,0.461,0.342,0.552,0.926,3
0.756,0.326,0.183,0.284,0.888,3
0.068,0.161,0.831,0.497,0.282,4
0.255,0.415,0.712,0.341,0.324,4
0.243,0.366,0.853,0.501,0.387,4
0.414,0.762,0.283,0.395,0.361,2
0.748,0.566,0.248,0.253,0.88,3
0.529,0.888,0.384,0.616,0.709,1
0.291,0.787,0.28,0.691,0.599,2
0.567,0.608,0.286,0.399,0.883,3
0.153,0.289,0.822,0.514,0.443,4
0.252,0.803,0.405,0.295,0.493,2
0.253,0.304,0.85,0.296,0.155,0
0.424,0.603,0.304,0.449,0.616,2
0.668,0.913,0.332,0.667,0.936,1
0.239,0.342,0.911,0.517,0.404,4
0.398,0.458,0.84,0.388,0.502,4
0.661,0.874,0.134,0.751,0.774,1
0.74,0.851,0.287,0.572,0.893,1
0.106,0.326,0.896,0.691,0.62,4
0.656,0.369,0.09,0.337,0.817,3
0.428,0.742,0.334,0.419,0.47,2
0.157,0.299,0.874,0.4,0.025,0
0.26,0.282,0.888,0.242,0.377,0
0.724,0.493,0.292,0.382,0.863,3
0.333,0.517,0.265,0.45,0.614,2
0.752,0.912,0.234,0.597,0.662,1
0.772,0.217,0.478,0.255,0.831,3
0.617,0.867,0.116,0.657,0.859,1
0.733,0.879,0.302,0.679,0.619,1
0.603,0.807,0.121,0.584,0.53,1
0.706,0.792,0.241,0.599,0.685,1
0.795,0.328,0.256,0.268,0.893,3
0.805,0.836,0.397,0.568,0.819,1
0.811,0.556,0.295,0.571,0.871,3
0.83,0.945,0.426,0.663,0.608,1
0.458,0.773,0.243,0.379,0.433,2
0.304,0.601,0.177,0.431,0.521,2
0.195,0.393,0.912,0.652,0.417,4
0.297,0.698,0.136,0.52,0.306,2
0.783,0.895,0.148,0.596,0.552,1
0.088,0.38,0.821,0.266,0.076,0
0.769,0.507,0.429,0.216,0.762,3
0.709,0.449,0.437,0.411,0.89,3
0.548,0.63,0.195,0.228,0.787,3
0.081,0.292,0.904,0.431,0.427,4
0.128,0.266,0.761,0.325,0.521,4
0.545,0.494,0.247,0.435,0.52,2
0.191,0.049,0.712,0.34,0.2,0
0.1,0.352,0.856,0.294,0.275,4
0.92,0.405,0.152,0.311,0.919,3
0.293,0.677,0.34,0.418,0.278,2
0.007,0.399,0.868,0.374,0.679,4
0.569,0.808,0.308,0.742,0.709,1
0.341,0.776,0.249,0.578,0.461,2
0.367,0.909,0.37,0.601,0.539,2
0.599,0.968,0.436,0.758,0.767,1
0.745,0.738,0.462,0.626,0.501,1
0.234,0.566,0.31,0.364,0.487,2
0.62,0.582,0.369,0.372,0.747,3
0.317,0.741,0.348,0.4,0.499,2
0.698,0.851,0.403,0.577,0.864,1
0.144,0.303,0.729,0.356,0.475,4
0.284,0.402,0.91,0.456,0.403,4
0.169,0.304,0.944,0.446,0.048,0
0.608,0.829,0.326,0.811,0.57,1
0.005,0.268,0.866,0.514,0.454,4
0.855,0.885,0.12,0.611,0.619,1
0.768,0.361,0.045,0.372,0.908,3
0.057,0.372,0.784,0.378,0.277,4
0.054,0.265,0.916,0.272,0.219,0
0.253,0.181,0.843,0.382,0.108,0
0.351,0.258,0.88,0.445,0.495,4
0.352,0.836,0.252,0.413,0.489,2
0.158,0.297,0.867,0.399,0.453,4
0.798,0.465,0.283,0.206,0.726,3
0.266,0.882,0.205,0.494,0.356,2
0.66,0.542,0.317,0.521,0.919,3
0.665,0.922,0.342,0.553,0.508,1
0.618,0.333,0.247,0.455,0.578,3
0.162,0.281,0.883,0.25,0.253,0
0.612,0.541,0.28,0.373,0.932,3
0.468,0.595,0.336,0.53,0.594,2
0.112,0.553,0.798,0.265,0.4,4
0.126,0.417,0.838,0.347,0.002,0
0.707,0.773,0.272,0.584,0.732,1
0.292,0.693,0.509,0.383,0.428,2
0.885,0.483,0.186,0.449,0.815,3
0.456,0.812,0.128,0.572,0.617,2
0.705,0.929,0.223,0.696,0.896,1
0.028,0.26,0.792,0.403,0.38,4
0.134,0.414,0.878,0.688,0.468,4
0.888,0.442,0.32,0.259,0.714,3
0.742,0.996,0.165,0.55,0.728,1
0.01,0.423,0.837,0.338,0.159,0
0.285,0.729,0.14,0.378,0.513,2
0.081,0.534,0.201,0.654,0.316,2
0.324,0.632,0.16,0.481,0.416,2
0.667,0.905,0.368,0.567,0.808,1
0.219,0.136,0.887,0.463,0.152,0
0.826,0.49,0.242,0.33,0.934,3
0.273,0.371,0.953,0.385,0.502,4
0.745,0.402,0.193,0.434,0.834,3
0.644,0.422,0.186,0.201,0.794,3
0.296,0.179,0.962,0.568,0.489,4
0.647,0.356,0.191,0.421,0.824,3
0.766,0.898,0.152,0.685,0.687,1
0.699,0.855,0.341,0.593,0.648,1
0.121,0.167,0.895,0.26,0.176,0
0.386,0.702,0.325,0.35,0.414,2
0.808,0.422,0.288,0.383,0.677,3
0.402,0.251,0.747,0.209,0.26,0
0.705,0.46,0.262,0.478,0.722,3
0.135,0.723,0.286,0.42,0.524,2
0.28,0.155,0.86,0.649,0.428,4
0.464,0.827,0.328,0.601,0.414,2
0.331,0.69,0.302,0.601,0.459,2
