13948,3335,10502
10352,11493,1896
15387,12183,8153
2103,3933,14427
1052,13865,5878
2517,1716,8975
15519,3489,14198
1610,3015,4031
3258,14668,5872
3490,2745,9936
9853,2876,6300
7432,10375,9651
7158,6775,8390
1862,9148,1328
1291,7182,10767
15779,3311,9648
15111,5605,3247
325,9890,2233
5009,14607,8841
9168,12381,12914
13638,14196,10962
14343,2243,7348
10036,5106,12895
7142,2483,14835
2496,15300,8236
13075,4637,2228
14844,10819,9516
3088,12673,8567
4295,11364,9155
15876,11521,5921
11621,4657,1460
2998,2475,7091
3628,13242,3774
12925,9069,128
9786,1523,6147
15274,13539,751
7715,8773,8509
7160,8963,8889
5118,2764,2991
15940,2942,14808
13514,6615,1536
14543,5801,12210
1687,15438,10206
8909,7287,1062
6796,9785,9717
13703,9871,7526
12533,4939,7754
7491,11412,6949
731,8930,4932
11844,12500,11669
6312,511,8480
816,1526,939
5782,11817,7931
6983,3634,15708
5110,13366,9390
11858,15109,2202
478,3170,2880
8933,1892,8529
2147,8791,13471
13232,235,4523
978,12678,7742
2303,7607,5260
4458,462,1239
15624,8348,522
2587,720,2170
14805,11393,14995
8130,7486,7920
9940,2730,6256
4879,9194,6124
6079,7615,8253
10133,1676,8221
642,12445,8160
14133,12964,12944
2931,15713,1
7941,1396,12030
3191,12455,11814
9254,14489,2186
5334,2162,492
10434,7588,1811
2900,7555,9671
11896,2958,6815
4728,5103,6947
5789,14071,405
10353,7971,4224
3174,7240,13475
4705,13422,1355
9875,6028,14858
5677,1530,12869
9749,9433,5909
2136,5517,13182
1360,6485,1292
13701,11882,1822
5200,9484,7068
12271,11832,6198
13045,7739,12664
2463,6875,8615
15981,12283,4426
4414,15727,14876
2394,6507,4582
12368,9179,12562
10884,4877,149
11534,4178,13154
10854,13978,639
4753,6703,1477
7881,15139,12987
12218,5996,9485
3758,3992,5894
11833,7,1892
7502,9871,10666
12524,4422,13332
12542,2236,15149
7785,12107,15529
1159,2208,1597
740,8313,552
5412,15511,9892
6872,9950,11722
14834,12095,6314
5490,2836,8028
376,13905,4232
6699,10147,8521
5604,13208,9858
4859,9932,2055
11274,13753,15243
7496,3045,14482
8603,14802,12926
4252,9244,8929
8126,3784,15090
2166,47,13263
11977,13116,12844
3275,12100,1133
3254,7876,8137
9853,2876,6845
5562,14915,3411
13972,10895,13827
7172,7926,12499
15118,4943,5621
7950,15370,15047
12072,11645,1372
6570,1182,12370
14698,6424,10399
9850,4000,15347
704,6555,8995
3178,8398,7704
15283,3224,5622
10145,14608,7967
1405,11198,13115
3732,15070,13014
6157,7584,6394
9915,12085,4561
3875,14050,9917
14193,427,10822
6062,2046,10990
14116,6742,13440
5850,13013,1969
4383,6287,7780
10326,15488,5112
8692,10510,15724
7187,1007,10535
11125,9585,4621
218,2795,15356
4928,15235,640
15347,14516,13676
9666,1202,4007
1216,3027,9661
13755,15964,10205
15482,5128,13688
7676,11077,3110
7707,8286,10035
9303,4533,10915
10455,14475,6513
3091,7834,2435
12087,13508,14978
12664,13045,12990
13115,1081,8967
4847,15803,5092
5865,805,11968
2481,8663,2949
13941,9159,12795
4143,15765,15872
8942,8193,2293
1231,50,5185
5843,15653,11376
6823,2815,2422
8440,8604,3478
15658,5616,10161
13318,13839,2830
6958,15280,8143
10064,14580,11187
13262,13191,11474
7306,6248,40
1009,4840,5500
4360,11990,13930
12587,1262,7900
10525,205,4897
9971,12464,15504
15865,12637,15250
2440,2989,7748
4400,1733,13416
3729,12733,10576
7631,7375,7530
8342,14932,7759
2184,7368,8825
1961,6294,7967
14117,11210,6184
11855,6477,5974
7331,1467,8961
2819,3037,10398
12616,14935,396
7073,1891,993
12403,11381,3618
13553,13614,4533
7185,12167,10698
13075,6649,3273
13831,3779,1403
534,12408,523
13689,15383,7899
7874,283,1967
11536,15557,12206
555,13864,4505
11359,14744,10494
5979,9827,1850
8238,358,15524
12510,943,10138
15553,1064,9338
6887,11964,11296
1729,566,10189
15378,4253,846
3304,5868,12084
8485,12789,7867
879,9436,8881
1289,15007,12820
10273,7816,15612
14319,4165,629
1424,11882,14639
6528,5731,14923
13129,1727,4083
9416,1922,15142
9931,4679,4932
406,15789,6916
6005,13051,4120
9603,5662,4356
8139,12778,10467
6911,7534,14852
8123,5400,603
4983,14171,3365
12853,11892,15922
14239,11627,7483
12038,7504,10867
4061,12191,5852
2821,6163,4075
1827,9829,3470
4022,3742,9776
5085,3486,2838
7356,9742,4540
12612,6683,6995
2895,13264,14017
7225,4671,12471
7258,7579,14215
1440,11678,7916
3363,8266,7137
8434,9609,1117
2950,1864,8691
14677,8350,1287
15468,13065,9237
5922,1220,1796
1689,7112,572
3344,14005,8665
6989,12434,1026
646,15069,245
13741,13578,12952
14967,10259,7786
7760,13696,11077
9318,10616,309
2763,128,1022
15095,1345,11917
10570,3226,12737
4092,4987,6681
2130,15626,14936
370,7298,7751
1757,10771,715
3511,9044,15022
235,13232,9773
2327,4438,13514
11920,11077,7161
10114,2406,14447
670,15574,6141
7898,9634,9748
7730,12909,1471
8404,3990,15073
2306,7488,289
13828,1839,8005
8406,2237,2894
13190,1295,1944
2722,14794,2139
9901,15461,9643
14246,1300,13603
10444,15154,7633
2080,4044,2616
2317,13337,2194
1828,14939,11161
6423,15996,2884
14714,2409,3421
5902,5044,9459
5168,1165,3190
11403,5500,888
4695,11911,14050
4947,4658,9082
4593,10258,5292
10399,111,5453
6488,3016,6335
9238,3044,333
12046,4610,1988
7044,13527,2431
10327,8729,10208
271,1812,10692
2816,9376,6321
7821,9598,4773
2346,10111,4136
3612,2036,2396
12419,4089,5789
9201,10821,10463
13793,2570,2592
3904,13081,14947
4987,419,7787
10356,10329,10350
3704,2087,4251
183,13853,9498
11305,12920,8065
2579,9557,4446
14266,2644,15875
7837,14008,9509
7006,2318,4555
832,6261,12877
10337,4219,1548
12613,11266,5710
12168,673,4453
11018,2058,8837
11159,2286,3141
7350,14144,12272
10823,11300,10796
3836,13613,15114
15191,8832,11718
1025,1290,8458
14500,9663,9813
15224,1118,12930
4584,13006,1072
792,889,8827
15409,15431,895
5447,7712,1686
4597,13857,2989
6103,4694,11626
6062,10990,13632
4313,1514,10289
1158,7498,14449
11240,13192,6041
11645,12709,1372
9176,6662,12198
9562,12219,10311
7955,10728,4225
10195,215,10028
8578,4467,3625
11709,3365,4306
14346,9884,3812
10215,10776,2901
11410,4260,6954
10193,3083,13557
9712,6717,15774
10751,7865,5583
7040,5333,6674
364,4282,7210
3123,11685,6226
5802,1441,5707
12750,15626,12565
2799,4568,1976
3091,288,4371
10388,8661,10993
10226,12202,14075
4798,1541,12900
1943,7248,3428
2977,8740,6391
14503,14121,6656
12280,7908,4298
13208,11817,5782
13527,4271,2431
13786,622,15992
5411,14833,734
11406,8083,5853
85,7881,5259
2330,8700,7680
12770,7059,14344
8887,14209,8042
10459,3977,10442
480,7475,4698
5513,9328,5722
10692,10789,3236
7919,12405,11827
10856,10772,10511
14130,1153,14196
10116,2328,14665
12720,1562,12321
14938,13628,5850
11912,5121,8876
5877,14915,8976
9016,13578,253
8290,6167,7538
2349,11700,14436
8426,1905,9971
321,14685,10567
4465,9945,15757
15024,9917,14036
2749,9949,5962
13561,12531,2068
68,3832,4120
13056,14985,4215
1381,9337,12096
12350,6629,11997
7693,4251,10634
15047,7526,7502
1461,1342,15128
10856,1411,6073
10543,5416,9851
2698,1931,13008
15992,13786,668
1187,4149,1525
10621,4099,4997
7839,11077,7760
6537,4097,15383
15692,1677,11281
2965,8380,7940
5660,4998,7257
5750,5386,9892
136,4696,5160
12284,1954,5811
13072,4686,13014
4527,6919,7982
13566,15700,8208
12323,1812,4489
1542,15294,13968
7879,10641,11796
1578,15325,15404
9809,13474,11643
7578,1564,11695
6779,14402,12966
3777,10299,5275
4030,10384,3159
12018,7768,600
9751,12084,2695
3097,8469,1505
1244,6565,15170
13742,15726,2335
7850,6999,10799
14301,15837,5084
8361,9810,4527
4122,5772,11556
14129,6411,5466
4673,9383,1034
2307,6061,8734
9057,6329,7982
8658,2677,11101
15903,5340,5603
11727,6156,3953
8236,2307,13307
4366,4614,7031
3282,15895,12187
6714,9759,3186
4966,5606,4574
3114,11215,15071
3885,9900,14762
12019,15749,4408
15465,5414,10111
6541,6910,11083
12297,3337,468
7862,844,4052
12537,7419,4999
7685,8111,5005
11917,3373,5585
8784,10957,2619
989,2065,12647
6362,1865,9619
354,12342,12214
8257,15172,12244
6053,14903,11311
14663,6725,11918
7749,2580,2201
15455,1463,14195
26,11703,12810
761,3673,4870
8864,10817,8042
4215,14985,3212
5164,11041,10069
8617,13879,2346
12952,2904,1858
5625,8505,10364
2148,7329,9462
3590,13469,1844
377,15784,647
8365,11109,7965
8835,5646,7840
2621,6352,12474
3714,1037,14727
7053,10465,2946
7736,15940,10240
8874,1673,9264
9587,2226,12398
3521,4692,12213
6260,10409,9259
3651,5627,15593
4178,13154,7519
8001,13584,14418
5418,3111,10528
9890,2233,2382
917,13652,12120
11182,445,3603
12285,12328,13789
1623,7124,6462
6714,9759,15756
4102,4356,12078
7240,168,12169
4928,55,3575
5708,3620,15816
6028,12510,7963
6920,12355,13572
299,9852,13480
4195,9006,636
6447,5117,6410
9453,10852,11694
14406,1567,15421
404,3094,8555
5541,8874,12204
3985,4246,5117
7299,11477,5866
9173,10853,3885
2199,4543,11550
639,13836,846
2334,4795,11749
505,13425,3585
3667,8257,12525
2281,2932,9870
7189,10158,8920
3702,2869,12372
12269,10727,7578
14614,4876,1494
5579,14941,8295
7140,7882,5976
11382,476,9420
3254,8896,11671
9968,10243,8402
6475,11858,15109
1018,10153,3551
10801,10946,2296
4243,15837,14656
9103,7858,11509
3383,6181,1427
423,8894,11862
14693,10327,601
9364,9918,522
307,9478,1718
9449,11314,9011
7856,5378,13617
10896,14132,13912
4901,14112,6059
5108,4888,7406
6824,13783,11581
14495,9655,11287
9369,11959,3711
449,8055,10951
7411,471,15856
13254,13522,3999
14090,5889,641
6645,6568,15158
2385,9804,57
7095,14052,12441
14124,1584,2937
12129,14406,13291
608,8033,12004
3528,3207,5563
13429,13027,868
5060,1618,8846
12623,6240,11372
10459,3977,10442
2235,5143,3463
14502,9955,11390
12556,10711,12261
10715,979,9467
14783,13317,10558
8240,10060,12493
7917,5093,7113
5121,11912,8658
5560,497,6560
9340,6698,4908
5534,5727,14949
2398,6408,15824
13067,15014,10910
11969,6700,3297
10913,6006,9785
7781,307,889
2370,10503,4473
2418,7963,4698
3291,3761,5404
13865,14024,5878
874,14979,1020
13895,13149,1260
11484,439,9322
10649,3504,7178
7954,1709,3294
2687,10718,4661
7040,14901,15899
4972,13673,4607
587,6244,8890
3078,12371,14291
14023,12454,11396
12902,15068,4734
9295,8233,11974
83,1393,9994
5659,6514,856
3060,3282,12776
5147,8182,9585
1026,4569,8521
1112,787,4436
3954,2712,11575
1228,6844,7773
12057,12365,8520
2010,570,897
897,9402,11867
6076,1757,12831
510,9948,15640
12134,14673,13351
5285,1112,692
12552,2294,8620
13155,5178,7627
3378,2823,12815
2205,7929,12420
2561,12764,11673
4557,312,15529
11546,13422,4705
14708,7074,11243
14811,14390,14230
196,14783,15838
11815,1759,14037
15940,3585,14808
12763,13503,4094
3739,10932,15103
4578,6281,1690
223,11107,12242
3434,1383,13573
11688,14367,1862
11124,11142,8068
15648,3678,9826
14726,1920,5733
5004,10692,4031
3344,12058,8665
14723,1712,4549
4684,6187,1081
9554,9587,12398
13703,9871,7526
3531,5438,13712
14450,168,4623
7151,9784,11749
10624,15450,7753
5677,9193,15619
3275,13046,7911
15826,7529,5793
7768,600,3939
1246,13788,1060
11473,8498,3252
14808,5327,4590
4363,13049,7852
13787,4126,14430
15156,4299,12396
12636,4342,11982
243,5247,7592
10022,7119,2700
9842,4231,15639
7143,5433,14740
12420,13517,13705
5705,8969,8180
13087,14131,10491
14793,7887,8144
5949,13466,15088
3226,683,12737
1965,3503,9776
12161,14909,3656
7600,10431,11637
14287,7594,1129
10746,3201,2964
695,8281,2308
15983,4775,4858
14534,9752,8948
2656,12028,2961
10741,10416,4224
9249,2326,11951
14276,1274,13548
15132,14740,7694
11841,6539,14458
12496,1862,7280
8116,13172,5749
3691,9741,3007
14701,8702,7579
4990,15125,10490
15971,8819,13163
14149,15578,5309
7475,13444,12085
4580,7274,1986
14653,15958,622
6071,10782,4908
15227,11997,11429
9132,15070,11137
2769,15909,8813
4277,14840,15989
2699,14559,5244
5089,11311,4973
10743,13234,7262
12900,2749,5962
11665,10991,15449
15031,3335,3094
10942,6096,8485
3257,5937,13563
14034,13683,11178
9000,14282,15627
4459,4172,14525
11848,7505,11253
15076,10479,13523
2767,15395,10999
5815,13975,12977
10054,13908,13255
15516,5345,15755
6164,559,2617
231,14080,10393
6508,14819,986
11850,14503,14121
993,8301,11752
10046,7123,2975
3168,4197,11762
7376,7919,12906
4956,14264,1649
5704,15775,13236
12376,14824,8018
10389,3593,4508
1944,7094,1551
10013,11000,7265
8594,12502,6162
11242,9935,1910
10583,6116,8019
4590,11148,6532
13014,13072,2049
15257,8194,13920
2051,12577,6660
9444,12568,3016
14277,3266,12386
4509,12616,733
12873,5044,15855
482,6603,14221
9933,8451,2566
14893,3854,10636
14597,13254,4195
12701,8907,4532
1950,431,2230
4284,606,7836
10067,2560,3760
10508,14708,1717
10400,2465,8351
9116,7526,2804
14446,1408,10098
12574,9151,8679
11306,8025,1180
10366,2174,13844
80,3893,15969
10245,3399,14098
4767,8040,4199
4656,10781,6400
11810,3027,8100
2491,5655,7202
13678,2230,471
13692,9728,4595
8353,5875,10910
13632,10990,10830
10478,9276,6080
9268,11613,11853
10185,7090,14996
3385,15190,10045
13112,14884,2280
2601,11137,15599
10454,8562,6357
4881,5098,5778
1266,2370,10503
10489,7146,9380
11742,12373,14540
4224,3070,13429
7912,6614,3266
12016,13423,11367
9986,8422,12260
11488,4293,9565
12239,4745,14632
14324,11299,1867
572,1865,4631
478,2880,4197
3774,2198,12158
5712,13258,12439
4121,11095,590
12969,9686,15238
14824,11374,5483
1067,3897,10221
12907,11763,6956
14957,8842,7546
5846,12763,4094
13125,7101,1571
13391,7459,14458
8146,1732,981
9871,9116,12175
5022,7191,13995
2315,7507,1647
5492,6621,4776
9491,12637,5202
4459,4172,11192
15196,1970,1231
10300,5143,15693
7895,9566,207
6224,11981,2091
13279,9111,14727
4803,3641,3507
13405,1316,7786
8710,15052,582
12155,7537,11882
12447,6239,2529
8393,12571,2760
15242,4668,1895
15518,3007,4016
15362,10077,11259
3100,6027,3608
9251,875,8832
610,10707,11541
773,15068,11227
9088,9604,10275
12287,773,11227
3704,1705,784
10224,2911,2064
527,658,11376
1572,7501,12623
5016,3934,3852
7340,7838,13404
14153,295,13159
15058,5650,9747
7247,15934,1093
15484,14641,13625
5193,6950,7841
9526,14119,10045
11827,12405,7376
11494,7348,10400
14245,14214,6185
128,12925,6224
5754,8524,12425
7861,9417,15596
13176,14750,2078
4699,2930,10991
7559,1640,8385
13485,2569,3406
13521,7284,809
9762,1282,1987
7368,4709,4155
1284,12546,15725
14484,7097,9671
38,11793,15468
246,3744,262
7612,4113,12579
10141,1125,9479
14178,11503,65
1435,5089,15813
1987,14410,2634
1751,8655,5264
443,8203,2555
4810,7972,5445
15461,12242,13866
1731,8044,8869
13771,14926,4883
1249,10275,3211
15233,5713,4608
15238,12663,12969
8438,11706,9352
4567,15855,12873
315,15330,6435
8798,6333,6910
6907,8004,426
6478,5736,1407
5133,9903,12772
9469,13881,13471
7292,6369,6765
6103,1420,2940
10344,5316,1046
6273,15569,11710
1716,13257,10378
12465,10839,465
6329,376,3416
13177,10713,15267
8131,15167,10864
5399,13592,79
13893,3414,15492
14155,920,5635
12498,11607,15960
2432,845,10167
13015,15087,6955
1567,13707,13373
1678,4542,7531
6920,4496,13400
12539,14993,867
1525,5211,742
15050,2026,167
9445,2942,14123
9085,709,13845
5411,14833,2801
4994,8806,8317
14138,1965,3503
534,10763,14415
7073,15727,11727
2245,4117,7990
6540,7481,4463
2986,10915,13094
12665,4167,1873
3879,8600,8283
14363,599,1020
15663,11281,3270
11388,1134,9420
5988,8069,10760
1378,3099,10994
9201,3391,6393
342,4655,5867
1180,81,5253
10582,13018,10062
8583,14025,6833
1967,5727,10243
3445,11161,10643
13197,13662,2141
13055,12388,5376
13555,8788,15643
2697,14118,8848
8774,13853,1420
12490,6803,4474
1133,14933,4343
4157,5559,11914
4802,5432,12029
12533,11656,5559
5167,1091,5790
4689,14632,4777
973,9478,234
12331,2661,12858
7124,10721,6462
6678,3804,9961
6922,9029,6291
6457,7318,7851
15203,1205,7080
6537,2752,6816
9370,957,9988
14182,1651,10033
3641,12867,2016
11093,4680,1995
2738,14241,11268
7925,8781,6230
6766,7801,11905
2367,8923,5087
8801,9504,5517
11776,3808,14026
12577,2920,13597
12319,6962,7983
9396,7337,13350
645,10698,6771
3039,5810,11120
183,1593,6876
8805,15488,13388
7672,10606,244
7331,9325,8961
9859,4593,859
3449,11682,2573
15302,10981,12365
4404,5467,9436
3833,1403,4843
5147,1443,11866
14460,10077,5622
13748,8606,13316
781,8684,6681
8346,2013,3703
8062,7251,8093
3647,9846,9590
13417,11345,9553
2129,4840,1009
6258,10379,418
2319,14303,7378
10453,12354,11030
5964,1954,1431
3301,5331,8112
4289,13616,14438
6815,2958,3031
7928,7762,8228
8874,3173,8670
9255,6054,15720
15819,361,11803
12402,12902,5450
9157,10635,777
7914,11441,10890
12909,3019,6386
7158,14001,6775
3903,11869,6239
15623,10759,3570
8673,7060,1458
10952,11280,13609
7239,6254,2740
8124,8478,6595
15360,1373,1181
5601,12710,7640
2356,9559,11154
6768,8691,1864
10974,8307,3507
5783,10029,12825
15727,5367,7073
2639,11323,12991
8047,13113,6888
2016,12427,4848
3195,8675,10759
14753,4927,1108
11393,9094,14547
15389,2050,1340
6385,7275,12786
4843,15938,3833
6336,8036,11869
7388,3834,9203
2051,6978,6286
9077,804,13684
3117,9441,877
4856,6564,5614
4192,273,5057
9341,11964,7331
12961,15351,7030
13531,6847,2753
13731,11261,1335
12297,553,3337
7714,9946,13782
8266,3832,11563
13240,8274,2607
1097,8309,14375
1199,11892,4934
15006,2276,14633
8695,7014,1497
14528,8483,3652
14232,5832,15776
10295,10548,5988
12429,4202,12034
5945,11742,12190
8392,14617,6056
14408,12321,10143
6593,4625,6161
15312,15997,1359
15881,774,11253
6598,7085,12381
2104,3345,15668
7156,13503,3629
6220,15030,15878
7493,11999,832
5877,14915,12576
15079,15645,7822
13231,4574,9857
1591,529,11983
13749,11396,13264
3023,6013,2686
7741,8680,5712
563,437,14635
9476,14527,11995
521,5061,12302
1051,4111,2078
5334,492,10135
6958,2526,7751
6014,8303,1572
3143,9990,9212
7431,4541,932
2684,6916,7855
3475,15966,12129
9921,9642,2987
10455,2860,2768
216,1064,15106
5550,1695,13770
14986,14836,4505
1506,4533,629
15942,232,5630
7026,6240,12309
10305,1436,2588
1982,12955,10168
2220,7919,5268
12803,15432,8397
9690,14517,3707
1351,12430,12470
9443,945,9799
4121,9347,2093
4919,15005,2966
5045,14899,11290
10898,9955,14502
13550,4262,1152
15800,8429,13557
6562,9370,11491
14331,5456,7034
6058,11697,5688
2836,6795,5490
4385,11143,14659
1401,6058,11697
5251,2502,3177
1451,12169,6870
5184,14730,4606
5930,5242,13983
1618,11421,6377
5024,8856,15183
2822,7250,535
845,2432,4969
3104,13721,7333
2377,3597,4571
8542,14911,11863
12739,2191,13091
8207,10411,14080
9215,13888,4736
3866,5850,9109
10795,7197,11073
2662,5110,1629
899,665,8229
6819,4962,11315
2481,4343,8663
4748,15620,6713
562,219,5939
11395,4307,13012
8106,8756,13297
14142,10119,1049
15508,4843,15788
3218,14752,281
14954,14023,15385
8870,15318,9680
7538,13684,13869
2123,12093,14447
4372,10615,15352
8276,14519,6734
2401,7073,6312
4838,1708,8935
8774,7519,300
5435,9594,1528
12835,3606,4167
7855,645,1541
11793,38,9795
11907,8376,14852
11443,10710,7930
14833,1301,13892
1416,4648,13991
14183,15418,11122
14690,5598,13657
1926,9060,13805
6,9416,7228
9047,2654,3793
12711,5767,1055
12623,12506,3003
9836,10903,6490
9819,10783,14614
2931,15713,4482
12676,10570,12951
1282,3226,12737
5329,7138,10999
3788,4931,2728
12049,1900,1148
13086,8738,11870
6116,6929,13986
14016,5423,15807
9384,2100,4798
6021,11118,7673
1643,11151,7762
8752,8324,12999
9622,13152,12764
14210,9895,6264
973,15484,941
1526,11945,9644
11975,4833,14932
14358,11629,8351
8648,9159,2751
7891,7707,8286
1346,6194,13028
7520,4689,14632
10681,2494,463
9471,13583,15097
1332,2503,810
2434,13723,1766
15194,6971,10984
9796,5223,1039
2322,13120,8097
14006,12220,7088
5198,11293,14116
1922,105,2916
806,4510,3565
15786,12376,8164
14049,8145,12323
12488,2788,2180
12964,13856,1623
4923,3735,473
3897,6537,7899
3406,1174,9579
6771,10381,3079
14264,13814,5288
13493,13988,5220
1730,1580,7496
9672,8186,3203
12333,5075,1979
181,8444,15740
10164,8052,10165
13750,11464,13269
8536,11547,10630
2194,4494,10333
9001,4650,15600
10630,11547,8620
3106,1343,7902
3261,6141,2047
3901,13441,4573
11908,11114,9633
13051,6049,12930
7146,668,3456
14586,2851,14370
684,9770,6827
9513,2155,6956
3268,12343,9162
9429,2635,8715
8154,6640,519
10092,14654,6545
9376,9134,6632
6219,8777,1466
15025,3097,12032
7149,941,10080
11065,3140,3645
15696,4990,1357
12602,1352,3708
14089,851,7441
6178,1024,9457
5118,3270,2991
14924,2970,14317
1912,7714,12758
1889,7788,15453
6582,12975,476
14370,14586,609
11026,3389,7731
3097,8469,7124
6249,14212,4156
15447,13658,6229
7937,9705,5989
9871,9712,13703
9143,4773,7804
448,3499,14755
1278,11609,11147
2370,14395,4132
121,8836,7460
12944,6915,4431
5581,15634,10773
15191,11718,4161
4987,15393,419
8587,12832,12187
8129,15125,9008
3844,15778,440
8418,568,8800
1755,5869,10351
113,15201,8865
9753,5100,13665
10776,10215,8303
7239,5858,6762
2687,10871,5849
7481,8148,10329
9974,11177,2757
15774,13703,9868
7451,12158,1814
14074,14616,11698
13330,4145,11984
3420,2923,3863
11816,14763,6727
1421,9540,5503
12863,12283,15981
13426,8883,5737
9989,12200,5446
13170,11225,7270
796,15084,945
2559,9739,15444
15323,6954,5014
14065,1119,10682
13426,2587,2170
2943,13511,5315
8854,10938,14146
9244,2988,11023
11541,557,5810
3876,9427,10370
12391,10626,2889
7411,15856,15313
2448,15142,10315
194,7066,11047
12695,13346,9281
1686,9250,4097
14054,1345,2083
15197,15048,8731
6849,11697,7076
7973,875,2076
7311,4147,7280
2983,11707,13153
1022,3295,4497
7006,15652,12477
5830,13068,6750
4327,1312,12810
3727,3183,3055
6162,5685,10622
3844,11174,9052
1506,9726,12866
848,15997,1359
15396,15806,14551
2941,9891,13667
13651,9515,7167
3118,8758,7907
2266,886,4188
5297,13194,7349
11391,5622,13593
14792,4275,10383
4770,8771,2588
11148,8330,689
3182,13579,4821
3523,4145,3775
1318,3108,5228
10685,2211,7962
732,13229,763
136,4696,5160
6495,14480,14473
7459,13391,14761
3238,133,1635
10041,12027,7480
6698,12054,1627
2162,11358,5334
616,4586,6357
10713,12998,10023
2477,11058,7368
8148,850,3789
6492,4329,12248
9418,323,14135
13129,13258,5712
11977,12939,13304
805,3738,14687
14680,12975,101
15057,15998,4808
12403,3618,11381
14,4191,6820
6506,1909,15771
10013,1684,11000
11802,6330,10048
257,14628,15019
14039,8221,10951
6633,2808,10295
15239,10191,15762
7409,1905,6422
3295,15067,7635
641,1791,10234
3793,8283,10442
9170,1096,11000
5313,9946,5848
4743,6521,62
5655,1154,3915
8120,6301,9120
7315,5150,2856
12983,2184,9939
3137,14937,4027
2372,15176,11196
8101,8541,11399
4626,15580,11992
14177,6340,376
9001,7204,13791
3787,15669,4249
10778,12885,2875
6195,117,14098
14468,13905,7430
11551,5306,5847
10700,7289,14364
14840,5390,2831
9901,7891,15109
15597,4150,133
15264,10311,3700
4867,6650,11175
11107,11241,12242
1176,7152,122
10096,11586,771
7524,1349,8865
8007,140,13647
9027,33,37
7537,14680,1054
1152,3054,12165
1139,8069,6420
15940,3585,14808
4561,3461,13844
4843,6231,4498
5060,7339,3384
15382,10817,13031
4349,12360,12096
2216,1784,12882
873,12441,1669
9360,2237,9102
12743,15144,1452
7416,14935,7511
6121,11338,3179
3910,11849,9681
9772,11338,3881
5637,7830,15134
5769,3369,14907
9218,11082,11993
743,12652,7310
5354,652,13811
1907,8463,10887
12693,8633,3836
15645,7822,12681
3146,4987,419
15029,3938,8749
6013,1980,13944
6716,11728,7808
13085,4012,4153
6185,6483,9072
9977,3395,11087
11884,3200,11769
10853,1406,14762
9827,13844,4256
11494,473,13976
12688,9396,2170
12301,12386,2774
5360,969,14753
8054,4905,10075
13533,4901,8291
8762,6182,7121
969,3612,1187
11090,7674,13736
311,8523,4981
4333,8438,9352
4514,659,15809
1780,15789,14857
10090,10966,9792
9547,4594,15609
13854,5275,15816
3957,11524,5890
10656,12563,12519
5839,14843,3073
5028,85,8191
13511,6225,13922
5828,171,2754
3054,13544,71
4155,2572,6103
2050,15856,8915
2907,7678,15989
7489,13004,609
1399,7051,1700
