1.38799, 0, 8.14, 0, 0.538, 5.95, 82, 3.99, 4, 307, 21, 232.6, 27.71, 13.2, 
1.15172, 0, 8.14, 0, 0.538, 5.701, 95, 3.7872, 4, 307, 21, 358.77, 18.35, 13.1, 
1.61282, 0, 8.14, 0, 0.538, 6.096, 96.9, 3.7598, 4, 307, 21, 248.31, 20.34, 13.5, 
0.06417, 0, 5.96, 0, 0.499, 5.933, 68.2, 3.3603, 5, 279, 19.2, 396.9, 9.68, 18.9, 
0.17505, 0, 5.96, 0, 0.499, 5.966, 30.2, 3.8473, 5, 279, 19.2, 393.43, 10.13, 24.7, 
0.02763, 75, 2.95, 0, 0.428, 6.595, 21.8, 5.4011, 3, 252, 18.3, 395.63, 4.32, 30.8, 
0.12744, 0, 6.91, 0, 0.448, 6.77, 2.9, 5.7209, 3, 233, 17.9, 385.41, 4.84, 26.6, 
0.12269, 0, 6.91, 0, 0.448, 6.069, 40, 5.7209, 3, 233, 17.9, 389.39, 9.55, 21.2, 
0.17142, 0, 6.91, 0, 0.448, 5.682, 33.8, 5.1004, 3, 233, 17.9, 396.9, 10.21, 19.3, 
0.18836, 0, 6.91, 0, 0.448, 5.786, 33.3, 5.1004, 3, 233, 17.9, 396.9, 14.15, 20, 
0.22927, 0, 6.91, 0, 0.448, 6.03, 85.5, 5.6894, 3, 233, 17.9, 392.74, 18.8, 16.6, 
0.21977, 0, 6.91, 0, 0.448, 5.602, 62, 6.0877, 3, 233, 17.9, 396.9, 16.2, 19.4, 
0.0136, 75, 4, 0, 0.41, 5.888, 47.6, 7.3197, 3, 469, 21.1, 396.9, 14.8, 18.9, 
0.01311, 90, 1.22, 0, 0.403, 7.249, 21.9, 8.6966, 5, 226, 17.9, 395.93, 4.81, 35.4, 
0.02055, 85, 0.74, 0, 0.41, 6.383, 35.7, 9.1876, 2, 313, 17.3, 396.9, 5.77, 24.7, 
0.01432, 100, 1.32, 0, 0.411, 6.816, 40.5, 8.3248, 5, 256, 15.1, 392.9, 3.95, 31.6, 
0.10328, 25, 5.13, 0, 0.453, 5.927, 47.2, 6.932, 8, 284, 19.7, 396.9, 9.22, 19.6, 
0.14932, 25, 5.13, 0, 0.453, 5.741, 66.2, 7.2254, 8, 284, 19.7, 395.11, 13.15, 18.7, 
0.17171, 25, 5.13, 0, 0.453, 5.966, 93.4, 6.8185, 8, 284, 19.7, 378.08, 14.44, 16, 
0.11027, 25, 5.13, 0, 0.453, 6.456, 67.8, 7.2255, 8, 284, 19.7, 396.9, 6.73, 22.2, 
0.1265, 25, 5.13, 0, 0.453, 6.762, 43.4, 7.9809, 8, 284, 19.7, 395.58, 9.5, 25, 
0.01951, 17.5, 1.38, 0, 0.4161, 7.104, 59.5, 9.2229, 3, 216, 18.6, 393.24, 8.05, 33, 
0.04379, 80, 3.37, 0, 0.398, 5.787, 31.1, 6.6115, 4, 337, 16.1, 396.9, 10.24, 19.4, 
0.05789, 12.5, 6.07, 0, 0.409, 5.878, 21.4, 6.498, 4, 345, 18.9, 396.21, 8.1, 22, 
0.13554, 12.5, 6.07, 0, 0.409, 5.594, 36.8, 6.498, 4, 345, 18.9, 396.9, 13.09, 17.4, 
0.12816, 12.5, 6.07, 0, 0.409, 5.885, 33, 6.498, 4, 345, 18.9, 396.9, 8.79, 20.9, 
0.15876, 0, 10.81, 0, 0.413, 5.961, 17.5, 5.2873, 4, 305, 19.2, 376.94, 9.88, 21.7, 
0.09164, 0, 10.81, 0, 0.413, 6.065, 7.8, 5.2873, 4, 305, 19.2, 390.91, 5.52, 22.8, 
0.19539, 0, 10.81, 0, 0.413, 6.245, 6.2, 5.2873, 4, 305, 19.2, 377.17, 7.54, 23.4, 
0.07896, 0, 12.83, 0, 0.437, 6.273, 6, 4.2515, 5, 398, 18.7, 394.92, 6.78, 24.1, 
0.09512, 0, 12.83, 0, 0.437, 6.286, 45, 4.5026, 5, 398, 18.7, 383.23, 8.94, 21.4, 
0.10153, 0, 12.83, 0, 0.437, 6.279, 74.5, 4.0522, 5, 398, 18.7, 373.66, 11.97, 20, 
0.05646, 0, 12.83, 0, 0.437, 6.232, 53.7, 5.0141, 5, 398, 18.7, 386.4, 12.34, 21.2, 
0.08387, 0, 12.83, 0, 0.437, 5.874, 36.6, 4.5026, 5, 398, 18.7, 396.06, 9.1, 20.3, 
0.04113, 25, 4.86, 0, 0.426, 6.727, 33.5, 5.4007, 4, 281, 19, 396.9, 5.29, 28, 
0.04462, 25, 4.86, 0, 0.426, 6.619, 70.4, 5.4007, 4, 281, 19, 395.63, 7.22, 23.9, 
0.03659, 25, 4.86, 0, 0.426, 6.302, 32.2, 5.4007, 4, 281, 19, 396.9, 6.72, 24.8, 
0.03551, 25, 4.86, 0, 0.426, 6.167, 46.7, 5.4007, 4, 281, 19, 390.64, 7.51, 22.9, 
0.05059, 0, 4.49, 0, 0.449, 6.389, 48, 4.7794, 3, 247, 18.5, 396.9, 9.62, 23.9, 
0.05735, 0, 4.49, 0, 0.449, 6.63, 56.1, 4.4377, 3, 247, 18.5, 392.3, 6.53, 26.6, 
0.05188, 0, 4.49, 0, 0.449, 6.015, 45.1, 4.4272, 3, 247, 18.5, 395.99, 12.86, 22.5, 
0.07151, 0, 4.49, 0, 0.449, 6.121, 56.8, 3.7476, 3, 247, 18.5, 395.15, 8.44, 22.2, 
0.0566, 0, 3.41, 0, 0.489, 7.007, 86.3, 3.4217, 2, 270, 17.8, 396.9, 5.5, 23.6, 
0.04684, 0, 3.41, 0, 0.489, 6.417, 66.1, 3.0923, 2, 270, 17.8, 392.18, 8.81, 22.6, 
0.02875, 28, 15.04, 0, 0.464, 6.211, 28.9, 3.6659, 4, 270, 18.2, 396.33, 6.21, 25, 
0.04294, 28, 15.04, 0, 0.464, 6.249, 77.3, 3.615, 4, 270, 18.2, 396.9, 10.59, 20.6, 
0.12204, 0, 2.89, 0, 0.445, 6.625, 57.8, 3.4952, 2, 276, 18, 357.98, 6.65, 28.4, 
0.11504, 0, 2.89, 0, 0.445, 6.163, 69.6, 3.4952, 2, 276, 18, 391.83, 11.34, 21.4, 
0.12083, 0, 2.89, 0, 0.445, 8.069, 76, 3.4952, 2, 276, 18, 396.9, 4.21, 38.7, 
0.08187, 0, 2.89, 0, 0.445, 7.82, 36.9, 3.4952, 2, 276, 18, 393.53, 3.57, 43.8, 
0.0686, 0, 2.89, 0, 0.445, 7.416, 62.5, 3.4952, 2, 276, 18, 396.9, 6.19, 33.2, 
0.14866, 0, 8.56, 0, 0.52, 6.727, 79.9, 2.7778, 5, 384, 20.9, 394.76, 9.42, 27.5, 
0.22876, 0, 8.56, 0, 0.52, 6.405, 85.4, 2.7147, 5, 384, 20.9, 70.8, 10.63, 18.6, 
0.1396, 0, 8.56, 0, 0.52, 6.167, 90, 2.421, 5, 384, 20.9, 392.69, 12.33, 20.1, 
0.13262, 0, 8.56, 0, 0.52, 5.851, 96.7, 2.1069, 5, 384, 20.9, 394.05, 16.47, 19.5, 
0.1712, 0, 8.56, 0, 0.52, 5.836, 91.9, 2.211, 5, 384, 20.9, 395.67, 18.66, 19.5, 
0.13117, 0, 8.56, 0, 0.52, 6.127, 85.2, 2.1224, 5, 384, 20.9, 387.69, 14.09, 20.4, 
0.26363, 0, 8.56, 0, 0.52, 6.229, 91.2, 2.5451, 5, 384, 20.9, 391.23, 15.55, 19.4, 
0.10793, 0, 8.56, 0, 0.52, 6.195, 54.4, 2.7778, 5, 384, 20.9, 393.49, 13, 21.7, 
0.22212, 0, 10.01, 0, 0.547, 6.092, 95.4, 2.548, 6, 432, 17.8, 396.9, 17.09, 18.7, 
0.14231, 0, 10.01, 0, 0.547, 6.254, 84.2, 2.2565, 6, 432, 17.8, 388.74, 10.45, 18.5, 
0.17134, 0, 10.01, 0, 0.547, 5.928, 88.2, 2.4631, 6, 432, 17.8, 344.91, 15.76, 18.3, 
0.15098, 0, 10.01, 0, 0.547, 6.021, 82.6, 2.7474, 6, 432, 17.8, 394.51, 10.3, 19.2, 
0.13058, 0, 10.01, 0, 0.547, 5.872, 73.1, 2.4775, 6, 432, 17.8, 338.63, 15.37, 20.4, 
0.14476, 0, 10.01, 0, 0.547, 5.731, 65.2, 2.7592, 6, 432, 17.8, 391.5, 13.61, 19.3, 
0.06899, 0, 25.65, 0, 0.581, 5.87, 69.7, 2.2577, 2, 188, 19.1, 389.15, 14.37, 22, 
0.07165, 0, 25.65, 0, 0.581, 6.004, 84.1, 2.1974, 2, 188, 19.1, 377.67, 14.27, 20.3, 
0.09299, 0, 25.65, 0, 0.581, 5.961, 92.9, 2.0869, 2, 188, 19.1, 378.09, 17.93, 20.5, 
